Cluster,CourseID,Enrollments,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserID
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01884
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01884
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01884
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01884
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01885
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01885
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01885
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01885
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01885
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01886
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01886
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01886
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01886
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01886
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01887
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01887
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01887
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01887
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01887
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01888
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01888
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01888
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01888
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01888
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01889
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01889
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01889
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01889
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01889
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01890
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01890
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01890
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01890
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01890
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01891
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01891
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01891
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01891
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01891
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01892
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01892
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01892
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01892
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01892
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01893
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01893
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01893
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01893
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01893
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01894
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01894
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01894
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01894
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01894
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01895
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01895
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01895
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01895
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01895
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01896
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01896
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01896
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01896
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01896
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01897
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01897
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01897
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01897
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01897
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01898
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01898
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01898
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01898
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01898
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01899
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01899
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01899
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01899
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01899
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01900
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01900
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01900
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01900
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01900
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01901
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01901
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01901
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01901
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01901
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01902
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01902
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01902
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01902
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01902
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01903
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01903
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01903
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01903
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01903
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01904
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01904
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01904
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01904
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01904
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01905
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01905
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01905
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01905
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01905
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01906
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01906
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01906
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01906
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01906
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01907
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01907
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01907
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01907
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01907
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01908
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01908
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01908
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01908
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U01908
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01909
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01909
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01909
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01909
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01909
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01910
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01910
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01910
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01910
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01910
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01911
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01911
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01911
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01911
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01911
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01912
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01912
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01912
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01912
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01912
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01913
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01913
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01913
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01913
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01913
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01914
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01914
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01914
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01914
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01914
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01915
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01915
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01915
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01915
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01915
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01916
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01916
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01916
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01916
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01916
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01917
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01917
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01917
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01917
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01917
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01918
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01918
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01918
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01918
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U01918
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01919
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01919
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01919
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01919
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01919
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01920
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01920
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01920
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01920
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01920
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01921
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01921
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01921
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01921
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01921
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01922
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01922
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01922
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01922
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01922
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01923
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01923
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01923
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01923
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01923
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01924
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01924
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01924
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01924
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01924
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01925
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01925
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01925
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01925
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01925
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01926
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01926
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01926
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U01926
3,CR00036,113,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,U01926
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01927
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01927
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01927
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01927
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01927
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01928
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01928
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01928
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01928
0,CR00026,46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01928
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01929
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01929
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01929
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01929
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01929
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01930
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01930
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01930
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01930
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01930
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01931
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01931
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01931
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01931
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U01931
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01932
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01932
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01932
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01932
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01932
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01933
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01933
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01933
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01933
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01933
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01934
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01934
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01934
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U01934
3,CR00036,113,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,U01934
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01935
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01935
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01935
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01935
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01935
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01936
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01936
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01936
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01936
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01936
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01937
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01937
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01937
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01937
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01937
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01938
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01938
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01938
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01938
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01938
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01939
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01939
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01939
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01939
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01939
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01940
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01940
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01940
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01940
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01940
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U01941
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U01941
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U01941
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U01941
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U01941
